,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
41,41.0,0,5.0,85.0,70.8,30643.0,86.1,59.05,34.0,1.0
42,20.0,10.0,1.0,42.0,73.4,23757.0,78.3,57.2,11.0,4.0
43,1.0,0,31.0,139.0,70.5,11495.0,80.2,52.650000000000006,1.0,0
44,53.0,19.0,73.0,299.0,72.1,13642.0,73.6,55.05,50.0,21.0
45,45.0,29.0,1336.0,461.0,81.2,58710.0,92.2,57.6,35.0,32.0
46,188.0,1.0,3.0,663.0,70.5,27348.0,73.1,53.650000000000006,165.0,1.0
47,41.0,96.0,1222.0,809.0,69.3,25029.0,89.1,56.900000000000006,37.0,77.0
48,2.0,1.0,50.0,91.0,75.0,43991.0,87.2,54.75,8.0,4.0
49,12.0,15.0,13.0,59.0,70.8,13019.0,78.6,56.5,24.0,26.0
50,13.0,23.0,349.0,278.0,69.3,25029.0,89.1,56.900000000000006,12.0,13.0
51,1.0,1.0,2.0,101.0,61.9,64131.0,87.9,49.15,1.0,0
52,55.0,1.0,8.0,107.0,70.8,13019.0,78.6,56.5,27.0,3.0
53,11.0,0,195.0,860.0,61.8,7136.0,67.4,49.75,32.0,2.0
54,360.0,1233.0,133.0,147.0,68.5,8728.0,84.1,60.3,535.0,1000.0
55,57.0,64.0,989.0,806.0,69.3,25029.0,89.1,56.900000000000006,80.0,58.0
56,90.0,2.0,27.0,487.0,68.5,62292.0,73.5,54.65,20.0,0
57,203.0,416.0,784.0,363.0,66.3,2147.0,74.6,53.099999999999994,243.0,364.0
58,16.0,0,9.0,887.0,61.8,7136.0,67.4,49.75,102.0,1.0
59,210.0,3.0,18.0,715.0,73.0,34113.0,75.8,48.5,97.0,0
60,2.0,0,67.0,134.0,65.5,23887.0,82.5,45.7,5.0,2.0
61,99.0,7.0,85.0,1119.0,73.0,34113.0,75.8,48.5,96.0,5.0
62,21.0,3.0,93.0,509.0,73.7,11772.0,72.7,52.3,26.0,4.0
63,19.0,0,291.0,1108.0,61.8,7136.0,67.4,49.75,12.0,1.0
64,10.0,0,7.0,1061.0,70.5,27348.0,73.1,53.650000000000006,16.0,0
65,43.0,0,19.0,548.0,68.5,62292.0,73.5,54.65,40.0,2.0
66,49.0,3.0,78.0,360.0,60.5,20867.0,82.0,41.75,6.0,8.0
67,11.0,7.0,358.0,795.0,70.2,16607.0,75.9,55.35,6.0,6.0
68,3.0,0,6.0,174.0,70.8,13019.0,78.6,56.5,8.0,0
69,23.0,1.0,7.0,128.0,65.0,112341.0,87.3,47.25,32.0,3.0
70,32.0,3.0,3.0,108.0,70.8,13019.0,78.6,56.5,32.0,0
71,51.0,1.0,4.0,75.0,70.8,30643.0,86.1,59.05,30.0,11.0
72,27.0,0,74.0,460.0,73.0,34113.0,75.8,48.5,21.0,2.0
73,3.0,0,28.0,171.0,70.8,13019.0,78.6,56.5,2.0,0
74,207.0,176.0,591.0,875.0,73.7,48878.0,89.1,55.7,181.0,189.0
75,28.0,2.0,50.0,796.0,61.8,7136.0,67.4,49.75,6.0,0
76,27.0,6.0,151.0,177.0,70.5,11495.0,80.2,52.650000000000006,34.0,14.0
77,3.0,2.0,4.0,173.0,69.6,14144.0,82.7,56.650000000000006,6.0,2.0
78,101.0,1.0,28.0,476.0,68.5,62292.0,73.5,54.65,29.0,0
79,32.0,20.0,611.0,309.0,66.3,2147.0,74.6,53.099999999999994,32.0,28.0
80,6.0,8.0,29.0,46.0,69.3,104270.0,89.1,52.849999999999994,12.0,1.0
81,6.0,7.0,719.0,682.0,69.3,25029.0,89.1,56.900000000000006,23.0,25.0
82,2.0,0,25.0,154.0,65.5,23887.0,82.5,45.7,1.0,0
83,3.0,0,11.0,86.0,68.4,9860.0,75.8,58.4,2.0,0
84,127.0,29.0,263.0,703.0,61.8,7136.0,67.4,49.75,64.0,49.0
85,8.0,2.0,65.0,443.0,61.8,7136.0,67.4,49.75,14.0,2.0
86,58.0,1.0,6.0,112.0,71.9,12337.0,77.4,53.75,47.0,1.0
87,16.0,20.0,1405.0,531.0,70.5,11495.0,80.2,52.650000000000006,26.0,29.0
88,37.0,3.0,666.0,740.0,66.3,2147.0,74.6,53.099999999999994,36.0,4.0
89,20.0,0,27.0,177.0,65.0,112341.0,87.3,47.25,40.0,2.0
90,38.0,22.0,1442.0,518.0,68.5,8728.0,84.1,60.3,25.0,9.0
91,4.0,9.0,1493.0,738.0,69.3,25029.0,89.1,56.900000000000006,9.0,12.0
92,12.0,0,251.0,929.0,61.8,7136.0,67.4,49.75,1.0,0
93,5.0,29.0,1377.0,750.0,73.7,48878.0,89.1,55.7,3.0,9.0
94,202.0,0,5.0,431.0,61.8,7136.0,67.4,49.75,302.0,2.0
95,142.0,16.0,5.0,406.0,71.9,11120.0,71.9,51.900000000000006,122.0,2.0
96,39.0,1.0,291.0,957.0,61.8,7136.0,67.4,49.75,50.0,10.0
97,229.0,62.0,26.0,408.0,73.0,34113.0,75.8,48.5,151.0,40.0
98,6.0,0,1513.0,1028.0,70.2,14281.0,83.9,55.55,1.0,0
99,139.0,7.0,298.0,906.0,73.0,34113.0,75.8,48.5,54.0,9.0
100,126.0,36.0,61.0,488.0,61.8,7136.0,67.4,49.75,30.0,50.0
101,9.0,2.0,19.0,148.0,65.7,20347.0,71.1,48.7,15.0,0
102,7.0,9.0,1111.0,874.0,69.3,25029.0,89.1,56.900000000000006,49.0,57.0
103,17.0,57.0,394.0,334.0,69.3,25029.0,89.1,56.900000000000006,30.0,33.0
104,17.0,1.0,5.0,142.0,65.0,112341.0,87.3,47.25,19.0,0
105,2.0,4.0,1614.0,661.0,69.3,25029.0,89.1,56.900000000000006,3.0,10.0
106,33.0,11.0,65.0,134.0,70.5,11495.0,80.2,52.650000000000006,23.0,33.0
107,3.0,1.0,5.0,191.0,73.4,23757.0,78.3,57.2,2.0,0
108,7.0,0,8.0,162.0,70.8,30643.0,86.1,59.05,6.0,0
109,10.0,6.0,1437.0,525.0,74.4,42471.0,86.2,55.85,3.0,2.0
110,5.0,2.0,16.0,89.0,70.8,13019.0,78.6,56.5,7.0,1.0
111,39.0,3.0,10.0,133.0,67.4,17373.0,84.5,52.4,44.0,11.0
112,2.0,0,362.0,329.0,69.3,25029.0,89.1,56.900000000000006,2.0,2.0
113,35.0,4.0,67.0,327.0,63.8,17486.0,74.8,50.0,61.0,5.0
114,1.0,0,23.0,166.0,66.9,13522.0,83.2,48.0,5.0,0
115,64.0,1.0,79.0,781.0,70.2,16607.0,75.9,55.35,46.0,2.0
116,23.0,1.0,77.0,709.0,60.5,20867.0,82.0,41.75,2.0,0
117,8.0,23.0,887.0,595.0,70.5,11495.0,80.2,52.650000000000006,23.0,11.0
