,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
101,9.0,2.0,19.0,148.0,15.0,0
102,7.0,9.0,1111.0,874.0,49.0,57.0
103,17.0,57.0,394.0,334.0,30.0,33.0
104,17.0,1.0,5.0,142.0,19.0,0
105,2.0,4.0,1614.0,661.0,3.0,10.0
106,33.0,11.0,65.0,134.0,23.0,33.0
107,3.0,1.0,5.0,191.0,2.0,0
108,7.0,0,8.0,162.0,6.0,0
109,10.0,6.0,1437.0,525.0,3.0,2.0
110,5.0,2.0,16.0,89.0,7.0,1.0
111,39.0,3.0,10.0,133.0,44.0,11.0
112,2.0,0,362.0,329.0,2.0,2.0
113,35.0,4.0,67.0,327.0,61.0,5.0
114,1.0,0,23.0,166.0,5.0,0
115,64.0,1.0,79.0,781.0,46.0,2.0
116,23.0,1.0,77.0,709.0,2.0,0
117,8.0,23.0,887.0,595.0,23.0,11.0
