,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
63,14.0,3.0,423.0,316.0,,,,7,25.0,2.0
64,43.0,48.0,1361.0,1198.0,0.0,0.0,0.0,0.0,39.0,39.0
65,43.0,2.0,691.0,577.0,0.0,0.0,0.0,0.0,52.0,2.0
66,28.0,4.0,8.0,214.0,,,,7,79.0,3.0
67,36.0,0,31.0,135.0,0.0,0.0,0.0,0.0,50.0,1.0
68,15.0,15.0,1060.0,607.0,,,,7,19.0,22.0
69,5.0,4.0,26.0,104.0,80.2,25578.0,89.1,57.7,17.0,16.0
70,12.0,8.0,1050.0,556.0,,,,7,8.0,9.0
71,229.0,306.0,1174.0,1013.0,0.0,0.0,0.0,0.0,238.0,252.0
72,86.0,24.0,21.0,357.0,,,,7,116.0,1.0
73,5.0,0,1117.0,965.0,0.0,0.0,0.0,0.0,1.0,2.0
74,41.0,15.0,45.0,124.0,,,,7,43.0,7.0
75,42.0,23.0,100.0,206.0,,,,7,66.0,26.0
76,85.0,0,11.0,787.0,63.5,17119.0,82.4,46.55,62.0,1.0
77,213.0,0,4.0,406.0,,,,7,137.0,1.0
78,88.0,47.0,574.0,477.0,0.0,0.0,0.0,0.0,61.0,62.0
79,49.0,0,19.0,719.0,,,,7,104.0,1.0
80,6.0,27.0,27.0,24.0,0.0,0.0,0.0,0.0,4.0,4.0
81,167.0,151.0,715.0,608.0,0.0,0.0,0.0,0.0,272.0,236.0
82,168.0,133.0,1139.0,966.0,0.0,0.0,0.0,0.0,196.0,196.0
83,8.0,6.0,73.0,45.0,,,,7,3.0,3.0
84,457.0,9.0,3.0,369.0,66.9,53170.0,84.1,53.95,405.0,28.0
85,134.0,154.0,504.0,438.0,0.0,0.0,0.0,0.0,124.0,143.0
86,67.0,0,11.0,610.0,63.5,17119.0,82.4,46.55,85.0,1.0
87,28.0,24.0,51.0,122.0,70.9,7096.0,79.1,47.05,24.0,23.0
88,272.0,4.0,0,347.0,,,,7,110.0,0
89,155.0,7.0,44.0,425.0,,,,7,109.0,10.0
90,14.0,28.0,152.0,124.0,,,,7,41.0,26.0
91,4.0,3.0,1034.0,878.0,0.0,0.0,0.0,0.0,14.0,15.0
92,0,2.0,1035.0,882.0,0.0,0.0,0.0,0.0,13.0,12.0
93,0,2.0,76.0,32.0,0.0,0.0,0.0,0.0,1.0,4.0
94,2.0,10.0,159.0,130.0,,,,7,7.0,18.0
95,2.0,2.0,1478.0,1240.0,,,,7,1.0,3.0
96,1.0,0,31.0,172.0,,,,7,3.0,1.0
97,0,10.0,168.0,118.0,,,,7,16.0,28.0
98,4.0,12.0,136.0,94.0,0.0,0.0,0.0,0.0,17.0,43.0
99,6.0,5.0,136.0,81.0,,,,7,16.0,29.0
100,13.0,2.0,84.0,141.0,61.9,17434.0,81.1,47.75,52.0,88.0
101,53.0,79.0,79.0,346.0,63.0,22988.0,90.0,47.5,89.0,89.0
102,0,1.0,173.0,446.0,68.2,91553.0,91.9,56.0,2.0,2.0
103,3.0,0,143.0,85.0,,,,7,14.0,13.0
104,0,3.0,121.0,77.0,0.0,0.0,0.0,0.0,15.0,20.0
105,0,5.0,503.0,477.0,70.4,37684.0,85.5,51.25,5.0,5.0
