,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
84,189.0,12.0,11.0,974.0,70.0,7191.0,58.5,44.8,205.0,2.0
85,65.0,0,1.0,764.0,70.0,7191.0,58.5,44.8,13.0,0
86,42.0,3.0,2.0,117.0,71.3,12250.0,74.9,56.05,39.0,0
87,34.0,0,246.0,1963.0,75.5,11291.0,79.8,60.95,57.0,11.0
88,18.0,0,76.0,1187.0,61.1,2211.0,71.5,37.05,18.0,0
89,6.0,0,3.0,212.0,63.1,105815.0,84.9,46.6,43.0,0
90,45.0,9.0,267.0,1933.0,77.0,8797.0,82.5,66.05,19.0,16.0
91,7.0,2.0,504.0,772.0,67.2,24345.0,88.0,56.65,14.0,2.0
92,69.0,0,23.0,1911.0,70.0,7191.0,58.5,44.8,11.0,0
93,19.0,19.0,478.0,813.0,71.5,44738.0,86.8,54.900000000000006,13.0,36.0
94,434.0,0,0,922.0,70.0,7191.0,58.5,44.8,352.0,1.0
95,250.0,0,5.0,440.0,74.0,11472.0,67.1,48.45,201.0,0
96,92.0,0,23.0,1480.0,70.0,7191.0,58.5,44.8,70.0,0
97,136.0,3.0,11.0,748.0,69.9,34603.0,71.3,49.4,146.0,19.0
98,11.0,0,468.0,1278.0,69.8,14671.0,80.1,51.55,8.0,0
99,127.0,1.0,15.0,1208.0,69.9,34603.0,71.3,49.4,69.0,0
100,147.0,1.0,12.0,912.0,70.0,7191.0,58.5,44.8,116.0,13.0
101,11.0,0,4.0,174.0,70.3,20562.0,68.6,55.7,27.0,0
102,34.0,0,86.0,1444.0,67.2,24345.0,88.0,56.65,113.0,22.0
103,15.0,0,46.0,868.0,67.2,24345.0,88.0,56.65,7.0,3.0
104,26.0,0,3.0,172.0,63.1,105815.0,84.9,46.6,34.0,0
105,6.0,0,257.0,2325.0,67.2,24345.0,88.0,56.65,9.0,2.0
106,51.0,0,4.0,184.0,75.5,11291.0,79.8,60.95,29.0,6.0
107,8.0,0,7.0,194.0,71.5,23579.0,76.7,55.3,1.0,0
108,3.0,0,275.0,1798.0,74.0,39992.0,83.3,56.2,9.0,1.0
109,5.0,0,3.0,109.0,73.1,13458.0,75.4,56.1,4.0,0
110,66.0,0,3.0,196.0,71.5,16954.0,82.6,52.45,65.0,1.0
111,12.0,0,12.0,877.0,67.2,24345.0,88.0,56.65,1.0,0
112,55.0,2.0,6.0,220.0,64.1,17316.0,72.9,55.150000000000006,41.0,2.0
113,11.0,0,5.0,168.0,70.7,13560.0,82.2,48.1,6.0,0
114,142.0,1.0,8.0,1009.0,70.8,16774.0,69.1,52.65,325.0,0
115,35.0,0,13.0,1466.0,66.4,20162.0,76.7,43.0,27.0,0
116,16.0,1.0,57.0,1153.0,75.5,11291.0,79.8,60.95,70.0,6.0
