,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
55,226.0,0,42.0,1257.0,145.0,11.0
56,107.0,0,5.0,614.0,67.0,0
57,205.0,242.0,236.0,316.0,149.0,357.0
58,51.0,0,5.0,1321.0,80.0,0
59,117.0,1.0,4.0,1023.0,159.0,2.0
60,4.0,0,4.0,277.0,1.0,1.0
61,323.0,2.0,9.0,1193.0,175.0,5.0
62,22.0,0,43.0,842.0,22.0,0
63,100.0,0,24.0,2058.0,63.0,2.0
64,36.0,0,1.0,1383.0,52.0,0
65,146.0,0,3.0,768.0,53.0,0
66,43.0,0,2.0,515.0,27.0,3.0
67,41.0,2.0,12.0,1143.0,15.0,4.0
68,3.0,0,5.0,173.0,6.0,0
69,19.0,0,3.0,143.0,21.0,0
70,5.0,0,2.0,143.0,11.0,0
71,52.0,5.0,0,107.0,61.0,19.0
72,36.0,1.0,10.0,680.0,42.0,13.0
73,155.0,3.0,44.0,1696.0,317.0,9.0
74,59.0,0,6.0,1107.0,30.0,0
75,22.0,1.0,3.0,526.0,26.0,0
76,16.0,0,5.0,149.0,17.0,0
77,37.0,2.0,3.0,684.0,17.0,10.0
78,82.0,11.0,180.0,314.0,56.0,37.0
79,30.0,0,2.0,123.0,56.0,4.0
80,16.0,0,13.0,1042.0,9.0,0
81,84.0,0,34.0,1173.0,25.0,3.0
82,5.0,0,4.0,269.0,3.0,0
83,8.0,0,3.0,176.0,1.0,0
84,189.0,12.0,11.0,974.0,205.0,2.0
85,65.0,0,1.0,764.0,13.0,0
86,42.0,3.0,2.0,117.0,39.0,0
87,34.0,0,246.0,1963.0,57.0,11.0
88,18.0,0,76.0,1187.0,18.0,0
89,6.0,0,3.0,212.0,43.0,0
90,45.0,9.0,267.0,1933.0,19.0,16.0
91,7.0,2.0,504.0,772.0,14.0,2.0
92,69.0,0,23.0,1911.0,11.0,0
93,19.0,19.0,478.0,813.0,13.0,36.0
94,434.0,0,0,922.0,352.0,1.0
95,250.0,0,5.0,440.0,201.0,0
96,92.0,0,23.0,1480.0,70.0,0
97,136.0,3.0,11.0,748.0,146.0,19.0
98,11.0,0,468.0,1278.0,8.0,0
99,127.0,1.0,15.0,1208.0,69.0,0
100,147.0,1.0,12.0,912.0,116.0,13.0
101,11.0,0,4.0,174.0,27.0,0
102,34.0,0,86.0,1444.0,113.0,22.0
103,15.0,0,46.0,868.0,7.0,3.0
104,26.0,0,3.0,172.0,34.0,0
105,6.0,0,257.0,2325.0,9.0,2.0
106,51.0,0,4.0,184.0,29.0,6.0
107,8.0,0,7.0,194.0,1.0,0
108,3.0,0,275.0,1798.0,9.0,1.0
109,5.0,0,3.0,109.0,4.0,0
110,66.0,0,3.0,196.0,65.0,1.0
111,12.0,0,12.0,877.0,1.0,0
112,55.0,2.0,6.0,220.0,41.0,2.0
113,11.0,0,5.0,168.0,6.0,0
114,142.0,1.0,8.0,1009.0,325.0,0
115,35.0,0,13.0,1466.0,27.0,0
116,16.0,1.0,57.0,1153.0,70.0,6.0
