,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
40,11.0,4.0,7.0,72.0,9.0,3.0
41,1.0,0,63.0,168.0,8.0,1.0
42,50.0,21.0,110.0,151.0,30.0,4.0
43,0,3.0,18.0,106.0,3.0,0
44,35.0,32.0,1082.0,641.0,45.0,30.0
45,165.0,1.0,12.0,728.0,89.0,3.0
46,37.0,77.0,1112.0,939.0,43.0,18.0
47,8.0,4.0,63.0,99.0,3.0,2.0
48,24.0,26.0,11.0,63.0,13.0,5.0
49,12.0,13.0,370.0,374.0,13.0,5.0
50,27.0,3.0,3.0,118.0,43.0,3.0
51,32.0,2.0,223.0,603.0,20.0,2.0
52,535.0,1000.0,118.0,119.0,1093.0,1031.0
53,80.0,58.0,1011.0,907.0,72.0,56.0
54,20.0,0,7.0,465.0,34.0,3.0
55,243.0,364.0,616.0,381.0,429.0,349.0
56,102.0,1.0,8.0,773.0,43.0,1.0
57,97.0,0,25.0,512.0,89.0,2.0
58,5.0,2.0,112.0,138.0,3.0,0
59,96.0,5.0,82.0,697.0,170.0,14.0
60,26.0,4.0,121.0,238.0,14.0,2.0
61,12.0,1.0,366.0,990.0,15.0,2.0
62,16.0,0,16.0,987.0,8.0,0
63,40.0,2.0,7.0,582.0,17.0,1.0
64,6.0,8.0,129.0,154.0,51.0,9.0
65,6.0,6.0,399.0,671.0,4.0,5.0
66,8.0,0,19.0,165.0,2.0,0
67,32.0,3.0,13.0,130.0,29.0,2.0
68,32.0,0,10.0,104.0,25.0,1.0
69,30.0,11.0,9.0,87.0,41.0,12.0
70,21.0,2.0,54.0,373.0,38.0,0
71,2.0,0,40.0,143.0,3.0,0
72,181.0,189.0,609.0,752.0,242.0,169.0
73,6.0,0,62.0,725.0,26.0,2.0
74,34.0,14.0,235.0,246.0,41.0,12.0
75,6.0,2.0,17.0,162.0,28.0,1.0
76,29.0,0,7.0,456.0,57.0,11.0
77,32.0,28.0,504.0,324.0,33.0,10.0
78,12.0,1.0,36.0,38.0,6.0,6.0
79,23.0,25.0,737.0,702.0,22.0,17.0
80,2.0,0,9.0,115.0,9.0,3.0
81,64.0,49.0,326.0,499.0,104.0,44.0
82,14.0,2.0,116.0,171.0,9.0,4.0
83,47.0,1.0,8.0,156.0,29.0,0
84,26.0,29.0,1182.0,708.0,57.0,50.0
85,36.0,4.0,592.0,583.0,12.0,2.0
86,40.0,2.0,31.0,165.0,13.0,0
87,25.0,9.0,1159.0,672.0,36.0,14.0
88,9.0,12.0,1275.0,860.0,5.0,10.0
89,1.0,0,310.0,976.0,3.0,0
90,3.0,9.0,1258.0,871.0,8.0,13.0
91,302.0,2.0,17.0,435.0,129.0,2.0
92,122.0,2.0,2.0,262.0,81.0,4.0
93,50.0,10.0,364.0,794.0,27.0,11.0
94,151.0,40.0,31.0,303.0,93.0,21.0
95,54.0,9.0,358.0,755.0,49.0,5.0
96,30.0,50.0,144.0,265.0,28.0,13.0
97,15.0,0,47.0,170.0,14.0,0
98,49.0,57.0,997.0,915.0,35.0,36.0
99,30.0,33.0,442.0,434.0,35.0,32.0
100,19.0,0,16.0,157.0,8.0,2.0
101,3.0,10.0,1401.0,952.0,1.0,1.0
102,23.0,33.0,114.0,205.0,28.0,15.0
103,6.0,0,12.0,159.0,3.0,1.0
104,3.0,2.0,1184.0,704.0,3.0,2.0
105,44.0,11.0,8.0,179.0,28.0,1.0
106,2.0,2.0,492.0,482.0,1.0,5.0
107,61.0,5.0,51.0,251.0,91.0,8.0
108,5.0,0,32.0,164.0,1.0,1.0
109,46.0,2.0,59.0,512.0,41.0,1.0
110,2.0,0,143.0,688.0,13.0,0
111,23.0,11.0,884.0,721.0,34.0,6.0
