,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
68,152.0,115.0,2153.0,1918.0,68.3,13029.0,80.8,51.15,190.0,67.0
69,238.0,202.0,369.0,484.0,67.6,27808.0,78.1,48.25,211.0,119.0
70,50.0,46.0,6801.0,5830.0,74.8,215667.0,92.9,59.900000000000006,81.0,26.0
71,4.0,7.0,979.0,1072.0,62.0,122421.0,94.1,48.3,3.0,0
72,171.0,133.0,978.0,1316.0,67.0,22070.0,90.3,56.0,114.0,50.0
73,96.0,86.0,777.0,1021.0,67.0,22070.0,90.3,56.0,87.0,35.0
74,136.0,86.0,330.0,482.0,0.0,0.0,0.0,0.0,156.0,36.0
75,631.0,504.0,1062.0,1562.0,67.9,91494.0,85.9,54.45,899.0,256.0
76,505.0,266.0,4635.0,5268.0,70.7,112062.0,85.4,55.349999999999994,903.0,272.0
77,386.0,327.0,1857.0,2317.0,64.5,155084.0,91.9,46.150000000000006,608.0,237.0
78,70.0,35.0,799.0,1051.0,70.7,112062.0,85.4,55.349999999999994,87.0,29.0
79,42.0,43.0,2615.0,2202.0,69.5,38456.0,86.7,46.2,43.0,46.0
80,26.0,18.0,218.0,238.0,72.4,48482.0,90.7,56.7,52.0,16.0
81,46.0,6.0,605.0,829.0,69.5,71262.0,85.7,48.65,6.0,5.0
82,248.0,174.0,7215.0,6231.0,71.8,41140.0,88.8,55.55,337.0,91.0
83,86.0,99.0,39.0,53.0,66.1,11832.0,84.1,52.85,105.0,73.0
84,169.0,109.0,3997.0,4415.0,67.9,91494.0,85.9,54.45,190.0,81.0
85,131.0,96.0,858.0,1014.0,67.0,22070.0,90.3,56.0,104.0,43.0
86,32.0,15.0,864.0,1113.0,62.0,122421.0,94.1,48.3,55.0,11.0
87,5.0,11.0,143.0,122.0,69.9,18970.0,90.2,58.45,1.0,0
88,17.0,4.0,565.0,575.0,66.1,11832.0,84.1,52.85,8.0,9.0
