,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
55,5.0,2.0,639.0,180.0,69.5,17532.0,88.7,56.0,2.0,0
56,17.0,6.0,464.0,207.0,71.6,37255.0,82.9,54.4,1.0,6.0
57,32.0,35.0,194.0,187.0,68.0,88319.0,88.3,52.0,33.0,39.0
58,40.0,1.0,1.0,24.0,,,,7,3.0,4.0
59,88.0,161.0,2834.0,865.0,67.3,34370.0,85.1,50.150000000000006,76.0,281.0
60,9.0,14.0,347.0,224.0,68.1,35641.0,84.3,48.0,18.0,26.0
61,138.0,364.0,3107.0,1019.0,64.2,83146.0,87.3,49.35,140.0,552.0
62,214.0,491.0,688.0,240.0,72.7,24332.0,82.5,59.35,220.0,671.0
63,15.0,32.0,420.0,90.0,69.4,27392.0,89.2,53.45,7.0,14.0
64,28.0,29.0,449.0,84.0,69.4,27392.0,89.2,53.45,4.0,14.0
65,22.0,17.0,435.0,83.0,69.4,48741.0,87.2,53.35,13.0,17.0
66,3.0,5.0,0,0,69.5,40159.0,88.0,54.85,10.0,28.0
