,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
88,43.0,0,6.0,196.0,22.0,3.0
89,19.0,16.0,881.0,1392.0,27.0,17.0
90,14.0,2.0,1002.0,853.0,19.0,9.0
91,11.0,0,51.0,1601.0,4.0,0
92,13.0,36.0,957.0,841.0,25.0,75.0
93,352.0,1.0,4.0,966.0,171.0,0
94,201.0,0,18.0,212.0,181.0,39.0
95,70.0,0,75.0,1362.0,116.0,11.0
96,146.0,19.0,24.0,695.0,103.0,6.0
97,8.0,0,934.0,1221.0,1.0,0
98,69.0,0,42.0,1363.0,53.0,0
99,116.0,13.0,29.0,777.0,66.0,22.0
100,27.0,0,9.0,145.0,19.0,0
101,113.0,22.0,358.0,1417.0,170.0,41.0
102,7.0,3.0,214.0,794.0,8.0,23.0
103,34.0,0,1.0,230.0,29.0,0
104,9.0,2.0,862.0,1700.0,4.0,3.0
105,29.0,6.0,13.0,222.0,18.0,16.0
106,1.0,0,1.0,197.0,4.0,0
107,4.0,0,1.0,185.0,5.0,2.0
108,9.0,1.0,852.0,1335.0,21.0,8.0
109,4.0,0,3.0,127.0,4.0,0
110,65.0,1.0,0,289.0,68.0,10.0
111,1.0,0,116.0,784.0,2.0,0
112,41.0,2.0,32.0,252.0,11.0,3.0
113,6.0,0,4.0,166.0,15.0,0
114,325.0,0,39.0,744.0,278.0,3.0
115,27.0,0,22.0,1184.0,10.0,0
116,70.0,6.0,289.0,1089.0,16.0,8.0
