,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
26,70.0,1.0,6.0,901.0,,,,7,82.0,0
27,5.0,1.0,612.0,645.0,0.0,0.0,0.0,0.0,18.0,3.0
28,7.0,0,1034.0,831.0,65.8,7315.0,73.8,45.1,9.0,1.0
29,343.0,265.0,727.0,936.0,0.0,0.0,0.0,0.0,242.0,272.0
30,110.0,106.0,1200.0,1508.0,0.0,0.0,0.0,0.0,65.0,67.0
31,12.0,1.0,420.0,1174.0,62.8,23029.0,88.9,47.0,15.0,1.0
32,6.0,0,55.0,135.0,0.0,0.0,0.0,0.0,16.0,2.0
33,156.0,23.0,383.0,651.0,62.8,23029.0,88.9,47.0,130.0,27.0
34,130.0,98.0,419.0,466.0,0.0,0.0,0.0,0.0,97.0,137.0
35,115.0,8.0,48.0,531.0,43.7,13760.0,86.7,24.85,98.0,1.0
36,30.0,15.0,800.0,495.0,0.0,0.0,0.0,0.0,13.0,15.0
37,3.0,2.0,669.0,667.0,0.0,0.0,0.0,0.0,5.0,6.0
38,35.0,0,6.0,657.0,68.3,53308.0,83.2,55.650000000000006,18.0,0
39,11.0,4.0,74.0,232.0,0.0,0.0,0.0,0.0,6.0,2.0
40,2.0,4.0,85.0,130.0,0.0,0.0,0.0,0.0,4.0,4.0
41,58.0,0,6.0,104.0,0.0,0.0,0.0,0.0,58.0,0
42,107.0,96.0,678.0,797.0,0.0,0.0,0.0,0.0,87.0,134.0
43,158.0,274.0,427.0,597.0,0.0,0.0,0.0,0.0,203.0,381.0
44,38.0,3.0,26.0,306.0,0.0,0.0,0.0,0.0,42.0,10.0
45,22.0,13.0,977.0,572.0,0.0,0.0,0.0,0.0,7.0,9.0
46,13.0,4.0,513.0,392.0,0.0,0.0,0.0,0.0,19.0,4.0
47,4.0,0,936.0,704.0,0.0,0.0,0.0,0.0,2.0,0
48,48.0,9.0,1231.0,1172.0,65.8,7315.0,73.8,45.1,26.0,4.0
49,1.0,2.0,787.0,853.0,0.0,0.0,0.0,0.0,5.0,0
50,6.0,6.0,577.0,352.0,0.0,0.0,0.0,0.0,5.0,0
51,82.0,0,4.0,447.0,68.2,38229.0,72.9,47.75,104.0,0
52,112.0,53.0,736.0,846.0,0.0,0.0,0.0,0.0,111.0,64.0
53,28.0,7.0,868.0,937.0,0.0,0.0,0.0,0.0,22.0,23.0
54,7.0,0,18.0,156.0,0.0,0.0,0.0,0.0,24.0,0
55,4.0,2.0,412.0,460.0,0.0,0.0,0.0,0.0,14.0,4.0
56,9.0,11.0,948.0,550.0,0.0,0.0,0.0,0.0,8.0,18.0
57,42.0,3.0,12.0,100.0,65.6,14831.0,73.8,42.25,51.0,3.0
58,2.0,0,684.0,428.0,0.0,0.0,0.0,0.0,6.0,0
59,136.0,36.0,372.0,917.0,62.8,23029.0,88.9,47.0,125.0,21.0
60,3.0,0,88.0,284.0,0.0,0.0,0.0,0.0,0,2.0
61,17.0,6.0,1026.0,773.0,0.0,0.0,0.0,0.0,11.0,17.0
62,3.0,1.0,115.0,78.0,0.0,0.0,0.0,0.0,4.0,5.0
63,4.0,0,546.0,294.0,0.0,0.0,0.0,0.0,4.0,2.0
64,9.0,3.0,246.0,409.0,0.0,0.0,0.0,0.0,12.0,0
65,24.0,18.0,1164.0,1432.0,0.0,0.0,0.0,0.0,29.0,20.0
66,78.0,6.0,656.0,690.0,0.0,0.0,0.0,0.0,53.0,9.0
67,38.0,0,6.0,251.0,43.7,13760.0,86.7,24.85,32.0,0
68,56.0,1.0,27.0,276.0,0.0,0.0,0.0,0.0,26.0,2.0
69,24.0,5.0,670.0,697.0,0.0,0.0,0.0,0.0,25.0,22.0
70,37.0,0,22.0,191.0,78.9,24877.0,85.9,58.25,30.0,4.0
71,41.0,14.0,672.0,635.0,0.0,0.0,0.0,0.0,18.0,15.0
72,299.0,271.0,881.0,1198.0,0.0,0.0,0.0,0.0,278.0,255.0
73,188.0,7.0,51.0,449.0,43.7,13760.0,86.7,24.85,132.0,1.0
74,11.0,1.0,1023.0,1140.0,0.0,0.0,0.0,0.0,9.0,3.0
75,29.0,9.0,23.0,171.0,0.0,0.0,0.0,0.0,31.0,6.0
76,61.0,38.0,101.0,279.0,0.0,0.0,0.0,0.0,67.0,18.0
77,119.0,1.0,7.0,858.0,62.7,17230.0,81.6,46.3,110.0,4.0
78,82.0,0,5.0,517.0,,,,7,272.0,4.0
79,94.0,59.0,577.0,622.0,0.0,0.0,0.0,0.0,134.0,60.0
80,64.0,0,10.0,664.0,0.0,0.0,0.0,0.0,48.0,0
81,7.0,14.0,28.0,24.0,0.0,0.0,0.0,0.0,1.0,10.0
82,167.0,122.0,619.0,778.0,0.0,0.0,0.0,0.0,152.0,106.0
83,179.0,86.0,936.0,1188.0,0.0,0.0,0.0,0.0,128.0,102.0
84,2.0,0,701.0,628.0,0.0,0.0,0.0,0.0,1.0,0
85,10.0,4.0,118.0,189.0,0.0,0.0,0.0,0.0,7.0,1.0
86,354.0,5.0,2.0,466.0,68.3,53308.0,83.2,55.650000000000006,478.0,7.0
87,106.0,167.0,451.0,577.0,0.0,0.0,0.0,0.0,162.0,177.0
88,108.0,0,7.0,677.0,62.7,17230.0,81.6,46.3,88.0,3.0
89,22.0,4.0,543.0,344.0,65.8,7315.0,73.8,45.1,21.0,19.0
90,365.0,4.0,1.0,234.0,,,,7,281.0,2.0
91,143.0,3.0,53.0,649.0,43.7,13760.0,86.7,24.85,214.0,14.0
92,13.0,18.0,961.0,589.0,0.0,0.0,0.0,0.0,19.0,4.0
93,99.0,0,2.0,297.0,,,,7,10.0,0
94,17.0,5.0,79.0,380.0,0.0,0.0,0.0,0.0,1.0,2.0
95,15.0,20.0,135.0,227.0,0.0,0.0,0.0,0.0,3.0,1.0
96,77.0,164.0,768.0,434.0,0.0,0.0,0.0,0.0,9.0,10.0
97,63.0,17.0,676.0,664.0,0.0,0.0,0.0,0.0,0,1.0
98,5.0,2.0,73.0,86.0,0.0,0.0,0.0,0.0,2.0,0
99,4.0,11.0,767.0,1071.0,0.0,0.0,0.0,0.0,0,2.0
100,0,17.0,193.0,186.0,0.0,0.0,0.0,0.0,3.0,3.0
101,40.0,37.0,632.0,845.0,0.0,0.0,0.0,0.0,7.0,12.0
102,50.0,93.0,875.0,528.0,0.0,0.0,0.0,0.0,2.0,15.0
103,13.0,2.0,87.0,262.0,0.0,0.0,0.0,0.0,0,2.0
104,27.0,2.0,686.0,661.0,0.0,0.0,0.0,0.0,6.0,2.0
105,83.0,37.0,17.0,130.0,0.0,0.0,0.0,0.0,3.0,2.0
106,93.0,93.0,897.0,497.0,0.0,0.0,0.0,0.0,8.0,14.0
107,54.0,178.0,780.0,496.0,0.0,0.0,0.0,0.0,6.0,8.0
108,20.0,43.0,560.0,607.0,0.0,0.0,0.0,0.0,4.0,6.0
109,35.0,175.0,781.0,527.0,0.0,0.0,0.0,0.0,10.0,58.0
110,40.0,1.0,374.0,911.0,62.8,23029.0,88.9,47.0,2.0,0
111,244.0,519.0,36.0,123.0,62.3,17410.0,79.1,46.45,15.0,82.0
112,184.0,294.0,109.0,533.0,62.8,23029.0,88.9,47.0,60.0,88.0
113,36.0,22.0,386.0,694.0,68.2,90754.0,90.9,56.95,1.0,0
114,13.0,1.0,67.0,191.0,0.0,0.0,0.0,0.0,1.0,0
115,52.0,69.0,904.0,516.0,0.0,0.0,0.0,0.0,4.0,6.0
116,107.0,126.0,821.0,434.0,0.0,0.0,0.0,0.0,3.0,18.0
117,8.0,5.0,508.0,365.0,0.0,0.0,0.0,0.0,2.0,0
118,56.0,71.0,446.0,540.0,70.5,37102.0,84.0,52.650000000000006,15.0,12.0
