,o_basic,h_basic,o_neighbor,h_neighbor,household,relationship,education,marital,aim_o,aim_h
53,22.0,23.0,1100.0,950.0,0.0,0.0,0.0,0.0,33.0,29.0
54,24.0,0,21.0,134.0,0.0,0.0,0.0,0.0,9.0,0
55,14.0,4.0,413.0,437.0,0.0,0.0,0.0,0.0,6.0,12.0
56,8.0,18.0,158.0,110.0,0.0,0.0,0.0,0.0,21.0,24.0
57,51.0,3.0,7.0,58.0,65.4,14510.0,75.9,43.35,34.0,12.0
58,6.0,0,176.0,121.0,0.0,0.0,0.0,0.0,14.0,2.0
59,125.0,21.0,157.0,730.0,62.3,23080.0,89.6,45.900000000000006,164.0,10.0
60,0,2.0,71.0,261.0,,,,7,6.0,2.0
61,11.0,17.0,554.0,357.0,0.0,0.0,0.0,0.0,10.0,11.0
62,4.0,5.0,73.0,28.0,,,,7,10.0,2.0
63,4.0,2.0,124.0,61.0,0.0,0.0,0.0,0.0,32.0,0
64,12.0,0,356.0,471.0,0.0,0.0,0.0,0.0,14.0,3.0
65,29.0,20.0,1126.0,1211.0,,,,7,43.0,48.0
66,53.0,9.0,611.0,679.0,0.0,0.0,0.0,0.0,43.0,2.0
67,32.0,0,18.0,280.0,46.0,14005.0,87.9,24.8,28.0,4.0
68,26.0,2.0,37.0,172.0,,,,7,36.0,0
69,25.0,22.0,873.0,703.0,0.0,0.0,0.0,0.0,15.0,15.0
70,30.0,4.0,39.0,121.0,80.3,25336.0,88.4,57.6,5.0,4.0
71,18.0,15.0,859.0,636.0,0.0,0.0,0.0,0.0,12.0,8.0
72,278.0,255.0,834.0,913.0,,,,7,229.0,306.0
73,132.0,1.0,38.0,460.0,46.0,14005.0,87.9,24.8,86.0,24.0
74,9.0,3.0,956.0,1080.0,0.0,0.0,0.0,0.0,5.0,0
75,31.0,6.0,41.0,160.0,,,,7,41.0,15.0
76,67.0,18.0,108.0,294.0,,,,7,42.0,23.0
77,110.0,4.0,10.0,841.0,64.5,17151.0,80.9,46.05,85.0,0
78,272.0,4.0,2.0,467.0,,,,7,213.0,0
79,134.0,60.0,532.0,549.0,0.0,0.0,0.0,0.0,88.0,47.0
80,48.0,0,26.0,825.0,,,,7,49.0,0
81,1.0,10.0,11.0,35.0,0.0,0.0,0.0,0.0,6.0,27.0
82,152.0,106.0,664.0,655.0,,,,7,167.0,151.0
83,128.0,102.0,856.0,920.0,,,,7,168.0,133.0
84,7.0,1.0,48.0,78.0,0.0,0.0,0.0,0.0,8.0,6.0
85,478.0,7.0,8.0,386.0,67.5,53330.0,83.6,55.45,457.0,9.0
86,162.0,177.0,421.0,497.0,0.0,0.0,0.0,0.0,134.0,154.0
87,88.0,3.0,11.0,698.0,64.5,17151.0,80.9,46.05,67.0,0
88,21.0,19.0,110.0,99.0,66.1,7165.0,76.1,44.5,28.0,24.0
89,281.0,2.0,4.0,458.0,,,,7,272.0,4.0
90,214.0,14.0,27.0,491.0,46.0,14005.0,87.9,24.8,155.0,7.0
91,19.0,4.0,192.0,116.0,0.0,0.0,0.0,0.0,14.0,28.0
92,10.0,0,7.0,280.0,,,,7,1.0,0
93,0,2.0,770.0,848.0,,,,7,0,2.0
94,3.0,3.0,40.0,28.0,0.0,0.0,0.0,0.0,0,2.0
95,2.0,15.0,169.0,119.0,0.0,0.0,0.0,0.0,2.0,10.0
96,8.0,14.0,185.0,117.0,0.0,0.0,0.0,0.0,0,10.0
97,6.0,8.0,167.0,83.0,0.0,0.0,0.0,0.0,4.0,12.0
98,10.0,58.0,103.0,92.0,0.0,0.0,0.0,0.0,6.0,5.0
99,15.0,82.0,61.0,94.0,62.8,17397.0,79.5,46.8,13.0,2.0
100,60.0,88.0,88.0,463.0,62.3,23080.0,89.6,45.900000000000006,53.0,79.0
101,1.0,0,190.0,572.0,67.0,91089.0,91.3,56.3,0,1.0
102,4.0,6.0,158.0,104.0,0.0,0.0,0.0,0.0,3.0,0
103,3.0,18.0,139.0,78.0,0.0,0.0,0.0,0.0,0,3.0
104,15.0,12.0,468.0,538.0,70.8,37391.0,85.7,51.1,0,5.0
