,o_basic,h_basic,o_neighbor,h_neighbor,aim_o,aim_h
56,73.0,1.0,20.0,389.0,90.0,2.0
57,165.0,530.0,810.0,265.0,203.0,416.0
58,26.0,0,11.0,720.0,16.0,0
59,140.0,0,34.0,1139.0,210.0,3.0
60,2.0,0,92.0,167.0,2.0,0
61,254.0,4.0,48.0,1244.0,99.0,7.0
62,9.0,7.0,156.0,433.0,21.0,3.0
63,22.0,0,280.0,1472.0,19.0,0
64,26.0,0,8.0,1195.0,10.0,0
65,43.0,0,14.0,601.0,43.0,0
66,32.0,2.0,91.0,359.0,49.0,3.0
67,21.0,5.0,361.0,995.0,11.0,7.0
68,6.0,2.0,32.0,214.0,3.0,0
69,30.0,0,12.0,120.0,23.0,1.0
70,24.0,0,15.0,136.0,32.0,3.0
71,76.0,11.0,22.0,84.0,51.0,1.0
72,83.0,0,20.0,583.0,27.0,0
73,2.0,0,21.0,201.0,3.0,0
74,256.0,137.0,607.0,1238.0,207.0,176.0
75,14.0,1.0,42.0,586.0,28.0,2.0
76,17.0,15.0,256.0,326.0,27.0,6.0
77,9.0,10.0,23.0,199.0,3.0,2.0
78,11.0,0,21.0,451.0,101.0,1.0
79,60.0,18.0,645.0,245.0,32.0,20.0
80,22.0,4.0,34.0,82.0,6.0,8.0
81,1.0,0,150.0,750.0,3.0,0
82,23.0,40.0,743.0,810.0,6.0,7.0
83,4.0,0,25.0,207.0,2.0,0
84,192.0,51.0,235.0,815.0,127.0,29.0
85,6.0,0,93.0,373.0,8.0,2.0
86,65.0,3.0,11.0,153.0,58.0,1.0
87,46.0,21.0,1555.0,733.0,16.0,20.0
88,17.0,5.0,583.0,851.0,37.0,3.0
89,10.0,1.0,27.0,202.0,20.0,0
90,23.0,15.0,1590.0,757.0,38.0,22.0
91,11.0,13.0,1670.0,675.0,4.0,9.0
92,3.0,0,248.0,1350.0,12.0,0
93,3.0,47.0,1549.0,686.0,5.0,29.0
94,154.0,1.0,13.0,576.0,202.0,0
95,180.0,7.0,5.0,243.0,142.0,16.0
96,126.0,6.0,279.0,1018.0,39.0,1.0
97,100.0,9.0,39.0,703.0,229.0,62.0
98,0,2.0,1568.0,946.0,6.0,0
99,116.0,23.0,251.0,1130.0,139.0,7.0
100,137.0,27.0,121.0,623.0,126.0,36.0
101,5.0,2.0,26.0,191.0,9.0,2.0
102,80.0,47.0,1102.0,1056.0,7.0,9.0
103,12.0,50.0,569.0,578.0,17.0,57.0
104,17.0,2.0,9.0,158.0,17.0,1.0
105,0,9.0,1832.0,986.0,2.0,4.0
106,19.0,21.0,84.0,203.0,33.0,11.0
107,2.0,0,11.0,249.0,3.0,1.0
108,8.0,0,21.0,214.0,7.0,0
109,18.0,2.0,1625.0,701.0,10.0,6.0
110,7.0,0,3.0,112.0,5.0,2.0
111,29.0,6.0,4.0,148.0,39.0,3.0
112,1.0,0,525.0,553.0,2.0,0
113,43.0,4.0,11.0,267.0,35.0,4.0
114,12.0,1.0,11.0,224.0,1.0,0
115,150.0,3.0,39.0,811.0,64.0,1.0
116,4.0,1.0,96.0,863.0,23.0,1.0
117,20.0,10.0,940.0,762.0,8.0,23.0
